State,Year,Month,T2M,PRECTOTCORR
NEW HAMPSHIRE,2023,9,16.53,3.33
NEW HAMPSHIRE,2023,10,10.81,3.01
NEW HAMPSHIRE,2023,11,0.26,2.22
NEW HAMPSHIRE,2023,12,-1.4,5.57
NEW HAMPSHIRE,2024,1,-5.56,4.43
NEW HAMPSHIRE,2024,2,-3.81,0.56
NEW HAMPSHIRE,2024,3,0.3,6.2
NEW HAMPSHIRE,2024,4,5.57,3.35
NEW HAMPSHIRE,2024,5,14.0,2.38
NEW HAMPSHIRE,2024,6,18.82,3.88
NEW HAMPSHIRE,2024,7,21.83,3.01
NEW HAMPSHIRE,2024,8,19.06,4.14
NEW HAMPSHIRE,2024,9,15.84,1.65
NEW HAMPSHIRE,2024,10,9.06,1.48
NEW HAMPSHIRE,2024,11,3.48,2.31
NEW HAMPSHIRE,2024,12,-4.36,3.6
NEW HAMPSHIRE,2025,1,-7.86,1.21
NEW HAMPSHIRE,2025,2,-8.26,2.81
NEW HAMPSHIRE,2025,3,0.43,2.74
NEW HAMPSHIRE,2025,4,6.04,2.97
NEW HAMPSHIRE,2025,5,12.46,7.35
NEW HAMPSHIRE,2025,6,18.19,2.7
NEW HAMPSHIRE,2025,7,21.26,2.23
NEW HAMPSHIRE,2025,8,18.73,0.8
NEW HAMPSHIRE,2025,9,16.03,2.67
NEW HAMPSHIRE,2025,10,9.46,3.46
NEW HAMPSHIRE,2025,11,1.37,2.13
NEW HAMPSHIRE,2025,12,-999.0,-999.0
NEW JERSEY,2000,1,-2.22,2.48
NEW JERSEY,2000,2,0.07,1.87
NEW JERSEY,2000,3,6.22,2.94
NEW JERSEY,2000,4,8.81,2.87
NEW JERSEY,2000,5,15.65,3.34
NEW JERSEY,2000,6,20.82,3.3
NEW JERSEY,2000,7,22.13,4.95
NEW JERSEY,2000,8,21.59,3.89
NEW JERSEY,2000,9,18.01,4.18
NEW JERSEY,2000,10,12.53,0.57
NEW JERSEY,2000,11,5.88,2.79
NEW JERSEY,2000,12,-1.43,2.77
NEW JERSEY,2001,1,-2.15,2.48
NEW JERSEY,2001,2,0.35,2.08
NEW JERSEY,2001,3,2.51,5.27
NEW JERSEY,2001,4,9.9,1.44
NEW JERSEY,2001,5,15.84,2.3
NEW JERSEY,2001,6,21.69,4.62
NEW JERSEY,2001,7,22.48,2.25
NEW JERSEY,2001,8,25.13,2.99
NEW JERSEY,2001,9,18.99,2.71
NEW JERSEY,2001,10,13.36,0.75
NEW JERSEY,2001,11,9.87,0.71
NEW JERSEY,2001,12,4.95,1.75
NEW JERSEY,2002,1,1.91,1.74
NEW JERSEY,2002,2,2.86,0.63
NEW JERSEY,2002,3,5.41,3.37
NEW JERSEY,2002,4,11.84,2.82
NEW JERSEY,2002,5,14.93,3.44
NEW JERSEY,2002,6,21.36,3.68
NEW JERSEY,2002,7,25.57,1.12
NEW JERSEY,2002,8,25.15,3.37
NEW JERSEY,2002,9,20.36,3.54
NEW JERSEY,2002,10,12.45,4.99
NEW JERSEY,2002,11,6.0,3.92
NEW JERSEY,2002,12,-0.08,3.77
NEW JERSEY,2003,1,-3.91,2.1
NEW JERSEY,2003,2,-2.8,4.03
NEW JERSEY,2003,3,3.79,3.06
NEW JERSEY,2003,4,7.78,2.48
NEW JERSEY,2003,5,13.39,3.26
NEW JERSEY,2003,6,19.16,6.85
NEW JERSEY,2003,7,23.15,2.55
NEW JERSEY,2003,8,23.37,4.35
NEW JERSEY,2003,9,19.39,4.94
NEW JERSEY,2003,10,11.78,3.75
NEW JERSEY,2003,11,8.79,3.46
NEW JERSEY,2003,12,1.27,4.65
NEW JERSEY,2004,1,-4.77,1.43
NEW JERSEY,2004,2,-0.78,2.35
NEW JERSEY,2004,3,4.31,2.77
NEW JERSEY,2004,4,9.7,4.36
NEW JERSEY,2004,5,17.59,3.02
NEW JERSEY,2004,6,20.63,1.87
NEW JERSEY,2004,7,23.3,5.52
NEW JERSEY,2004,8,22.71,3.23
NEW JERSEY,2004,9,20.32,5.5
NEW JERSEY,2004,10,12.34,1.12
NEW JERSEY,2004,11,7.39,3.36
NEW JERSEY,2004,12,1.73,2.42
NEW JERSEY,2005,1,-2.08,2.9
NEW JERSEY,2005,2,0.19,2.07
NEW JERSEY,2005,3,1.63,2.85
NEW JERSEY,2005,4,10.27,3.43
NEW JERSEY,2005,5,13.46,1.42
NEW JERSEY,2005,6,22.26,2.7
NEW JERSEY,2005,7,24.89,2.83
NEW JERSEY,2005,8,26.1,1.25
NEW JERSEY,2005,9,22.3,1.09
NEW JERSEY,2005,10,13.57,9.83
NEW JERSEY,2005,11,7.9,3.27
NEW JERSEY,2005,12,-0.51,2.87
NEW JERSEY,2006,1,2.47,3.86
NEW JERSEY,2006,2,0.07,1.75
NEW JERSEY,2006,3,3.84,0.7
NEW JERSEY,2006,4,10.72,3.23
NEW JERSEY,2006,5,15.53,2.65
NEW JERSEY,2006,6,20.64,5.42
NEW JERSEY,2006,7,24.66,3.57
NEW JERSEY,2006,8,24.09,2.77
NEW JERSEY,2006,9,18.33,4.12
NEW JERSEY,2006,10,12.17,4.9
NEW JERSEY,2006,11,9.3,4.82
NEW JERSEY,2006,12,4.26,1.73
NEW JERSEY,2007,1,1.8,2.87
NEW JERSEY,2007,2,-4.13,1.86
NEW JERSEY,2007,3,3.3,3.46
NEW JERSEY,2007,4,7.89,8.06
NEW JERSEY,2007,5,16.2,1.4
NEW JERSEY,2007,6,20.89,4.63
NEW JERSEY,2007,7,22.88,4.7
NEW JERSEY,2007,8,23.25,4.01
NEW JERSEY,2007,9,20.57,0.86
NEW JERSEY,2007,10,16.74,4.27
NEW JERSEY,2007,11,6.13,2.03
NEW JERSEY,2007,12,1.17,4.26
NEW JERSEY,2008,1,0.31,1.79
NEW JERSEY,2008,2,0.71,5.05
NEW JERSEY,2008,3,4.27,3.46
NEW JERSEY,2008,4,10.66,2.18
NEW JERSEY,2008,5,13.99,3.47
NEW JERSEY,2008,6,22.35,2.84
NEW JERSEY,2008,7,24.93,3.36
NEW JERSEY,2008,8,22.63,2.2
NEW JERSEY,2008,9,19.93,5.93
NEW JERSEY,2008,10,11.73,2.42
NEW JERSEY,2008,11,6.11,3.22
NEW JERSEY,2008,12,1.53,5.21
NEW JERSEY,2009,1,-3.7,2.31
NEW JERSEY,2009,2,0.44,0.6
NEW JERSEY,2009,3,3.68,1.48
NEW JERSEY,2009,4,10.16,3.45
NEW JERSEY,2009,5,15.8,3.56
NEW JERSEY,2009,6,19.37,6.13
NEW JERSEY,2009,7,21.83,4.5
NEW JERSEY,2009,8,23.63,4.62
NEW JERSEY,2009,9,18.33,2.53
NEW JERSEY,2009,10,12.16,4.14
NEW JERSEY,2009,11,8.8,1.45
NEW JERSEY,2009,12,0.66,5.93
NEW JERSEY,2010,1,-1.85,1.86
NEW JERSEY,2010,2,-1.87,4.53
NEW JERSEY,2010,3,6.28,7.74
NEW JERSEY,2010,4,11.55,2.3
NEW JERSEY,2010,5,16.52,2.54
NEW JERSEY,2010,6,22.7,1.65
NEW JERSEY,2010,7,26.01,2.91
NEW JERSEY,2010,8,24.52,1.88
NEW JERSEY,2010,9,21.29,3.35
NEW JERSEY,2010,10,12.73,3.58
NEW JERSEY,2010,11,6.82,1.82
NEW JERSEY,2010,12,-1.22,2.52
NEW JERSEY,2011,1,-3.48,2.75
NEW JERSEY,2011,2,-0.29,2.72
NEW JERSEY,2011,3,3.62,4.65
NEW JERSEY,2011,4,10.72,4.5
NEW JERSEY,2011,5,16.72,3.25
NEW JERSEY,2011,6,21.27,2.97
NEW JERSEY,2011,7,25.75,2.93
NEW JERSEY,2011,8,23.0,12.65
NEW JERSEY,2011,9,19.98,6.29
NEW JERSEY,2011,10,12.4,3.69
NEW JERSEY,2011,11,8.8,2.94
NEW JERSEY,2011,12,4.0,3.39
NEW JERSEY,2012,1,0.97,2.19
NEW JERSEY,2012,2,2.53,1.2
NEW JERSEY,2012,3,8.26,0.96
NEW JERSEY,2012,4,10.51,2.37
NEW JERSEY,2012,5,17.69,3.87
NEW JERSEY,2012,6,20.92,3.46
NEW JERSEY,2012,7,25.99,2.84
NEW JERSEY,2012,8,23.94,3.32
NEW JERSEY,2012,9,19.72,3.64
NEW JERSEY,2012,10,13.95,3.7
NEW JERSEY,2012,11,4.45,1.14
NEW JERSEY,2012,12,4.03,4.65
NEW JERSEY,2013,1,-0.06,2.29
NEW JERSEY,2013,2,-0.46,3.01
NEW JERSEY,2013,3,2.41,2.43
NEW JERSEY,2013,4,9.5,1.73
NEW JERSEY,2013,5,15.11,3.58
NEW JERSEY,2013,6,20.9,7.67
NEW JERSEY,2013,7,24.63,3.75
NEW JERSEY,2013,8,22.07,3.41
NEW JERSEY,2013,9,18.25,1.87
NEW JERSEY,2013,10,14.15,0.82
NEW JERSEY,2013,11,5.68,2.52
NEW JERSEY,2013,12,1.35,3.74
NEW JERSEY,2014,1,-3.71,2.52
NEW JERSEY,2014,2,-3.54,4.3
NEW JERSEY,2014,3,1.01,2.97
NEW JERSEY,2014,4,8.53,5.45
NEW JERSEY,2014,5,15.68,2.9
NEW JERSEY,2014,6,20.87,2.86
NEW JERSEY,2014,7,23.21,4.42
NEW JERSEY,2014,8,22.33,2.86
NEW JERSEY,2014,9,20.12,1.25
NEW JERSEY,2014,10,14.06,3.41
NEW JERSEY,2014,11,4.89,3.71
NEW JERSEY,2014,12,2.65,4.12
NEW JERSEY,2015,1,-3.5,4.2
NEW JERSEY,2015,2,-6.91,2.27
NEW JERSEY,2015,3,0.7,3.95
NEW JERSEY,2015,4,9.46,2.02
NEW JERSEY,2015,5,17.49,0.98
NEW JERSEY,2015,6,20.73,5.91
NEW JERSEY,2015,7,24.18,2.64
NEW JERSEY,2015,8,24.29,2.11
NEW JERSEY,2015,9,21.76,2.74
NEW JERSEY,2015,10,12.41,3.59
NEW JERSEY,2015,11,9.43,1.8
NEW JERSEY,2015,12,8.32,4.28
NEW JERSEY,2016,1,-0.93,2.81
NEW JERSEY,2016,2,1.28,4.35
NEW JERSEY,2016,3,6.71,1.74
NEW JERSEY,2016,4,9.46,1.8
NEW JERSEY,2016,5,14.83,3.63
NEW JERSEY,2016,6,21.09,1.85
NEW JERSEY,2016,7,25.3,5.49
NEW JERSEY,2016,8,25.16,1.86
NEW JERSEY,2016,9,21.46,2.53
NEW JERSEY,2016,10,14.02,2.42
NEW JERSEY,2016,11,7.95,3.22
NEW JERSEY,2016,12,1.15,2.58
NEW JERSEY,2017,1,1.27,3.88
NEW JERSEY,2017,2,2.73,1.9
NEW JERSEY,2017,3,2.29,4.82
NEW JERSEY,2017,4,11.89,3.17
NEW JERSEY,2017,5,14.79,5.37
NEW JERSEY,2017,6,20.64,2.99
NEW JERSEY,2017,7,23.84,4.74
NEW JERSEY,2017,8,22.18,4.0
NEW JERSEY,2017,9,20.2,1.91
NEW JERSEY,2017,10,16.37,4.33
NEW JERSEY,2017,11,6.48,1.51
NEW JERSEY,2017,12,0.24,1.58
NEW JERSEY,2018,1,-2.27,2.77
NEW JERSEY,2018,2,2.91,5.92
NEW JERSEY,2018,3,2.22,3.83
NEW JERSEY,2018,4,7.57,3.71
NEW JERSEY,2018,5,17.24,4.47
NEW JERSEY,2018,6,20.63,2.77
NEW JERSEY,2018,7,24.25,5.19
NEW JERSEY,2018,8,24.32,4.96
NEW JERSEY,2018,9,21.19,6.5
NEW JERSEY,2018,10,13.22,3.45
NEW JERSEY,2018,11,5.33,8.22
NEW JERSEY,2018,12,2.7,5.79
NEW JERSEY,2019,1,-1.23,3.86
NEW JERSEY,2019,2,0.09,3.27
NEW JERSEY,2019,3,2.7,3.5
NEW JERSEY,2019,4,11.06,3.67
NEW JERSEY,2019,5,15.88,6.25
NEW JERSEY,2019,6,20.53,4.54
NEW JERSEY,2019,7,24.78,5.13
NEW JERSEY,2019,8,23.32,3.37
NEW JERSEY,2019,9,20.71,0.75
NEW JERSEY,2019,10,15.25,3.23
NEW JERSEY,2019,11,4.62,1.75
NEW JERSEY,2019,12,1.72,5.37
NEW JERSEY,2020,1,1.95,2.07
NEW JERSEY,2020,2,2.47,2.71
NEW JERSEY,2020,3,6.71,3.21
NEW JERSEY,2020,4,8.41,4.03
NEW JERSEY,2020,5,13.7,1.95
NEW JERSEY,2020,6,21.41,2.69
NEW JERSEY,2020,7,25.92,4.8
NEW JERSEY,2020,8,24.04,4.15
NEW JERSEY,2020,9,19.59,3.01
NEW JERSEY,2020,10,13.92,4.86
NEW JERSEY,2020,11,9.09,5.74
NEW JERSEY,2020,12,1.8,3.71
NEW JERSEY,2021,1,-0.29,1.84
NEW JERSEY,2021,2,-1.2,4.14
NEW JERSEY,2021,3,4.98,2.99
NEW JERSEY,2021,4,10.19,2.1
NEW JERSEY,2021,5,15.22,3.56
NEW JERSEY,2021,6,21.7,2.41
NEW JERSEY,2021,7,24.16,6.39
NEW JERSEY,2021,8,24.33,5.42
NEW JERSEY,2021,9,19.95,5.86
NEW JERSEY,2021,10,16.06,4.48
NEW JERSEY,2021,11,6.3,0.94
NEW JERSEY,2021,12,4.59,1.21
NEW JERSEY,2022,1,-2.16,2.71
NEW JERSEY,2022,2,0.8,2.95
NEW JERSEY,2022,3,5.32,2.53
NEW JERSEY,2022,4,9.38,4.5
NEW JERSEY,2022,5,16.19,4.36
NEW JERSEY,2022,6,20.79,2.85
NEW JERSEY,2022,7,26.14,1.65
NEW JERSEY,2022,8,25.93,1.87
NEW JERSEY,2022,9,20.47,2.81
NEW JERSEY,2022,10,12.68,5.29
NEW JERSEY,2022,11,8.48,2.95
NEW JERSEY,2022,12,1.49,4.04
NEW JERSEY,2023,1,3.62,3.61
NEW JERSEY,2023,2,3.01,1.38
NEW JERSEY,2023,3,4.72,2.62
NEW JERSEY,2023,4,12.0,5.79
NEW JERSEY,2023,5,14.96,0.81
NEW JERSEY,2023,6,19.94,3.29
NEW JERSEY,2023,7,24.95,5.38
NEW JERSEY,2023,8,23.25,3.58
NEW JERSEY,2023,9,20.41,7.4
NEW JERSEY,2023,10,14.38,2.06
NEW JERSEY,2023,11,6.14,2.32
NEW JERSEY,2023,12,4.5,7.28
NEW JERSEY,2024,1,0.47,5.54
NEW JERSEY,2024,2,1.77,1.79
NEW JERSEY,2024,3,6.36,6.87
NEW JERSEY,2024,4,10.34,3.98
NEW JERSEY,2024,5,16.8,2.63
NEW JERSEY,2024,6,22.53,2.69
NEW JERSEY,2024,7,25.67,2.85
NEW JERSEY,2024,8,23.44,5.39
NEW JERSEY,2024,9,19.89,1.0
NEW JERSEY,2024,10,14.93,0.05
NEW JERSEY,2024,11,9.45,2.41
NEW JERSEY,2024,12,1.9,3.48
NEW JERSEY,2025,1,-2.04,0.63
NEW JERSEY,2025,2,-0.04,2.44
NEW JERSEY,2025,3,6.39,3.57
NEW JERSEY,2025,4,10.82,2.48
NEW JERSEY,2025,5,15.93,6.11
NEW JERSEY,2025,6,21.81,2.17
NEW JERSEY,2025,7,25.81,4.53
NEW JERSEY,2025,8,22.66,1.33
NEW JERSEY,2025,9,21.02,2.2
NEW JERSEY,2025,10,14.04,2.95
NEW JERSEY,2025,11,7.22,1.69
NEW JERSEY,2025,12,-999.0,-999.0
NEW MEXICO,2000,1,1.54,0.25
NEW MEXICO,2000,2,4.3,0.11
NEW MEXICO,2000,3,5.86,1.39
NEW MEXICO,2000,4,11.59,0.32
NEW MEXICO,2000,5,19.05,0.09
NEW MEXICO,2000,6,21.94,1.71
NEW MEXICO,2000,7,24.38,1.46
NEW MEXICO,2000,8,23.27,1.71
NEW MEXICO,2000,9,19.72,0.26
NEW MEXICO,2000,10,10.49,2.71
NEW MEXICO,2000,11,0.75,1.04
NEW MEXICO,2000,12,-0.21,0.68
NEW MEXICO,2001,1,-1.61,1.03
NEW MEXICO,2001,2,2.54,0.49
NEW MEXICO,2001,3,5.35,0.83
NEW MEXICO,2001,4,11.24,0.26
NEW MEXICO,2001,5,17.19,0.58
NEW MEXICO,2001,6,22.43,0.7
NEW MEXICO,2001,7,24.27,1.56
NEW MEXICO,2001,8,21.99,1.86
NEW MEXICO,2001,9,19.14,0.39
NEW MEXICO,2001,10,12.79,0.21
NEW MEXICO,2001,11,5.93,1.02
NEW MEXICO,2001,12,-0.39,0.29
NEW MEXICO,2002,1,0.33,0.5
NEW MEXICO,2002,2,1.67,0.11
NEW MEXICO,2002,3,5.75,0.05
NEW MEXICO,2002,4,14.22,0.26
NEW MEXICO,2002,5,17.65,0.14
NEW MEXICO,2002,6,24.33,0.47
NEW MEXICO,2002,7,23.34,1.84
NEW MEXICO,2002,8,22.83,1.21
NEW MEXICO,2002,9,17.93,2.1
NEW MEXICO,2002,10,10.61,0.88
NEW MEXICO,2002,11,3.88,0.36
NEW MEXICO,2002,12,-0.82,0.76
NEW MEXICO,2003,1,2.47,0.01
NEW MEXICO,2003,2,1.95,0.77
NEW MEXICO,2003,3,5.39,0.67
NEW MEXICO,2003,4,10.54,0.06
NEW MEXICO,2003,5,16.96,0.49
NEW MEXICO,2003,6,21.17,0.7
NEW MEXICO,2003,7,26.68,0.46
NEW MEXICO,2003,8,23.47,1.31
NEW MEXICO,2003,9,18.46,0.81
NEW MEXICO,2003,10,13.73,1.24
NEW MEXICO,2003,11,4.46,0.68
NEW MEXICO,2003,12,0.44,0.19
NEW MEXICO,2004,1,0.8,0.37
NEW MEXICO,2004,2,0.24,0.9
NEW MEXICO,2004,3,8.49,0.54
NEW MEXICO,2004,4,9.41,2.34
NEW MEXICO,2004,5,17.28,0.02
NEW MEXICO,2004,6,21.68,1.02
NEW MEXICO,2004,7,22.94,2.15
NEW MEXICO,2004,8,20.72,1.62
NEW MEXICO,2004,9,17.22,1.1
NEW MEXICO,2004,10,10.63,1.56
NEW MEXICO,2004,11,3.3,0.95
NEW MEXICO,2004,12,-0.15,0.42
NEW MEXICO,2005,1,2.32,1.18
NEW MEXICO,2005,2,2.5,1.42
NEW MEXICO,2005,3,4.0,1.24
NEW MEXICO,2005,4,9.85,0.66
NEW MEXICO,2005,5,16.26,0.93
NEW MEXICO,2005,6,21.24,0.9
NEW MEXICO,2005,7,24.54,0.67
NEW MEXICO,2005,8,21.85,1.46
NEW MEXICO,2005,9,18.87,2.31
NEW MEXICO,2005,10,11.19,0.97
NEW MEXICO,2005,11,5.34,0.03
NEW MEXICO,2005,12,0.3,0.07
NEW MEXICO,2006,1,0.78,0.03
NEW MEXICO,2006,2,2.52,0.03
NEW MEXICO,2006,3,5.71,0.15
NEW MEXICO,2006,4,12.39,0.27
NEW MEXICO,2006,5,18.62,0.23
NEW MEXICO,2006,6,23.23,1.08
NEW MEXICO,2006,7,22.72,3.08
NEW MEXICO,2006,8,20.14,3.59
NEW MEXICO,2006,9,14.43,1.61
NEW MEXICO,2006,10,9.58,1.62
NEW MEXICO,2006,11,4.71,0.22
NEW MEXICO,2006,12,-1.23,1.79
NEW MEXICO,2007,1,-2.61,0.64
NEW MEXICO,2007,2,1.34,0.5
NEW MEXICO,2007,3,6.68,0.75
NEW MEXICO,2007,4,9.47,0.76
NEW MEXICO,2007,5,14.41,1.62
NEW MEXICO,2007,6,21.05,0.74
NEW MEXICO,2007,7,23.47,1.3
NEW MEXICO,2007,8,23.6,1.12
NEW MEXICO,2007,9,18.82,1.06
NEW MEXICO,2007,10,11.71,0.17
NEW MEXICO,2007,11,6.03,0.44
NEW MEXICO,2007,12,-0.65,0.83
NEW MEXICO,2008,1,-2.15,0.45
NEW MEXICO,2008,2,1.76,0.52
NEW MEXICO,2008,3,5.45,0.18
NEW MEXICO,2008,4,9.5,0.2
NEW MEXICO,2008,5,14.9,0.89
NEW MEXICO,2008,6,22.06,0.47
NEW MEXICO,2008,7,21.84,2.87
NEW MEXICO,2008,8,21.47,2.53
NEW MEXICO,2008,9,17.69,0.45
NEW MEXICO,2008,10,10.88,1.44
NEW MEXICO,2008,11,4.51,0.3
NEW MEXICO,2008,12,0.39,0.6
NEW MEXICO,2009,1,0.93,0.1
NEW MEXICO,2009,2,3.07,0.04
NEW MEXICO,2009,3,6.41,0.37
NEW MEXICO,2009,4,9.77,0.45
NEW MEXICO,2009,5,17.19,0.71
NEW MEXICO,2009,6,20.16,0.89
NEW MEXICO,2009,7,24.05,1.67
NEW MEXICO,2009,8,22.31,0.96
NEW MEXICO,2009,9,16.81,1.98
NEW MEXICO,2009,10,9.23,1.16
NEW MEXICO,2009,11,4.82,0.22
NEW MEXICO,2009,12,-2.09,0.34
NEW MEXICO,2010,1,-1.02,0.72
NEW MEXICO,2010,2,0.3,0.64
NEW MEXICO,2010,3,4.3,0.88
NEW MEXICO,2010,4,9.89,0.6
NEW MEXICO,2010,5,14.98,0.35
NEW MEXICO,2010,6,22.95,0.47
NEW MEXICO,2010,7,23.09,3.13
NEW MEXICO,2010,8,22.56,1.26
NEW MEXICO,2010,9,19.86,1.14
NEW MEXICO,2010,10,12.24,0.83
NEW MEXICO,2010,11,3.42,0.03
NEW MEXICO,2010,12,2.05,0.89
NEW MEXICO,2011,1,-1.11,0.1
NEW MEXICO,2011,2,-0.29,0.14
NEW MEXICO,2011,3,7.86,0.02
NEW MEXICO,2011,4,11.43,0.08
NEW MEXICO,2011,5,14.65,0.04
NEW MEXICO,2011,6,23.27,0.15
NEW MEXICO,2011,7,25.39,1.3
NEW MEXICO,2011,8,24.48,1.49
NEW MEXICO,2011,9,18.12,0.7
NEW MEXICO,2011,10,11.44,1.24
NEW MEXICO,2011,11,4.06,0.22
NEW MEXICO,2011,12,-2.24,1.56
NEW MEXICO,2012,1,1.02,0.3
NEW MEXICO,2012,2,1.23,0.33
NEW MEXICO,2012,3,7.21,0.19
NEW MEXICO,2012,4,12.55,0.43
NEW MEXICO,2012,5,17.12,0.42
NEW MEXICO,2012,6,24.32,0.2
NEW MEXICO,2012,7,23.86,1.82
NEW MEXICO,2012,8,23.01,1.25
NEW MEXICO,2012,9,18.53,0.98
NEW MEXICO,2012,10,12.32,0.12
NEW MEXICO,2012,11,6.52,0.13
NEW MEXICO,2012,12,0.3,0.56
NEW MEXICO,2013,1,-1.88,0.25
NEW MEXICO,2013,2,0.19,0.43
NEW MEXICO,2013,3,6.82,0.23
NEW MEXICO,2013,4,11.25,0.13
NEW MEXICO,2013,5,16.43,0.08
NEW MEXICO,2013,6,24.1,0.46
NEW MEXICO,2013,7,22.15,3.06
NEW MEXICO,2013,8,22.05,1.3
NEW MEXICO,2013,9,17.94,3.76
NEW MEXICO,2013,10,9.58,0.41
NEW MEXICO,2013,11,3.67,0.94
NEW MEXICO,2013,12,-0.95,0.38
NEW MEXICO,2014,1,0.22,0.01
NEW MEXICO,2014,2,3.74,0.2
NEW MEXICO,2014,3,6.36,0.54
NEW MEXICO,2014,4,10.13,0.33
NEW MEXICO,2014,5,15.07,0.82
NEW MEXICO,2014,6,22.96,0.14
NEW MEXICO,2014,7,23.02,3.45
NEW MEXICO,2014,8,20.59,1.88
NEW MEXICO,2014,9,18.6,0.91
NEW MEXICO,2014,10,13.03,0.41
NEW MEXICO,2014,11,4.1,0.59
NEW MEXICO,2014,12,1.21,0.72
NEW MEXICO,2015,1,0.01,1.28
NEW MEXICO,2015,2,3.43,0.53
NEW MEXICO,2015,3,8.25,0.39
NEW MEXICO,2015,4,10.55,0.56
NEW MEXICO,2015,5,13.72,2.09
NEW MEXICO,2015,6,22.44,0.82
NEW MEXICO,2015,7,22.1,3.2
NEW MEXICO,2015,8,22.82,1.11
NEW MEXICO,2015,9,19.66,0.82
NEW MEXICO,2015,10,12.95,1.93
NEW MEXICO,2015,11,4.35,0.57
NEW MEXICO,2015,12,-0.21,0.78
NEW MEXICO,2016,1,-1.17,0.33
NEW MEXICO,2016,2,3.43,0.15
NEW MEXICO,2016,3,7.41,0.01
NEW MEXICO,2016,4,10.24,0.82
NEW MEXICO,2016,5,14.73,0.41
NEW MEXICO,2016,6,23.31,0.75
NEW MEXICO,2016,7,25.47,1.01
NEW MEXICO,2016,8,20.62,1.81
NEW MEXICO,2016,9,18.64,0.89
NEW MEXICO,2016,10,14.11,0.57
NEW MEXICO,2016,11,5.96,1.19
NEW MEXICO,2016,12,1.24,0.6
NEW MEXICO,2017,1,0.84,1.08
NEW MEXICO,2017,2,4.58,0.39
NEW MEXICO,2017,3,9.38,0.28
NEW MEXICO,2017,4,10.93,0.97
NEW MEXICO,2017,5,15.35,0.39
NEW MEXICO,2017,6,23.24,0.45
NEW MEXICO,2017,7,24.39,1.55
NEW MEXICO,2017,8,21.75,1.63
NEW MEXICO,2017,9,19.11,2.26
NEW MEXICO,2017,10,11.98,0.59
NEW MEXICO,2017,11,8.33,0.02
NEW MEXICO,2017,12,2.26,0.01
NEW MEXICO,2018,1,1.56,0.08
NEW MEXICO,2018,2,3.82,0.57
NEW MEXICO,2018,3,7.17,0.23
NEW MEXICO,2018,4,12.73,0.01
NEW MEXICO,2018,5,19.25,0.24
NEW MEXICO,2018,6,23.95,0.94
NEW MEXICO,2018,7,24.34,1.8
NEW MEXICO,2018,8,22.89,0.9
NEW MEXICO,2018,9,19.44,0.99
NEW MEXICO,2018,10,10.96,1.94
NEW MEXICO,2018,11,3.65,0.08
NEW MEXICO,2018,12,0.09,0.45
NEW MEXICO,2019,1,-0.32,0.52
NEW MEXICO,2019,2,1.68,0.35
NEW MEXICO,2019,3,7.36,0.63
NEW MEXICO,2019,4,11.46,0.95
NEW MEXICO,2019,5,14.34,0.53
NEW MEXICO,2019,6,21.33,0.43
NEW MEXICO,2019,7,24.76,1.2
NEW MEXICO,2019,8,24.37,0.84
NEW MEXICO,2019,9,20.76,0.62
NEW MEXICO,2019,10,10.07,0.5
NEW MEXICO,2019,11,4.56,2.12
NEW MEXICO,2019,12,0.72,0.39
NEW MEXICO,2020,1,0.29,0.35
NEW MEXICO,2020,2,1.77,0.62
NEW MEXICO,2020,3,7.52,0.58
NEW MEXICO,2020,4,11.95,0.29
NEW MEXICO,2020,5,18.47,0.13
NEW MEXICO,2020,6,22.82,0.66
NEW MEXICO,2020,7,24.94,1.33
NEW MEXICO,2020,8,25.01,0.41
NEW MEXICO,2020,9,18.03,0.69
NEW MEXICO,2020,10,13.2,0.31
NEW MEXICO,2020,11,6.64,0.15
NEW MEXICO,2020,12,-0.31,0.3
NEW MEXICO,2021,1,-0.1,0.39
NEW MEXICO,2021,2,1.47,0.33
NEW MEXICO,2021,3,5.81,0.19
NEW MEXICO,2021,4,11.73,0.22
NEW MEXICO,2021,5,17.57,0.49
NEW MEXICO,2021,6,23.58,0.78
NEW MEXICO,2021,7,23.49,2.03
NEW MEXICO,2021,8,22.61,1.13
NEW MEXICO,2021,9,19.97,0.9
NEW MEXICO,2021,10,11.91,0.17
NEW MEXICO,2021,11,7.27,0.08
NEW MEXICO,2021,12,2.95,0.42
NEW MEXICO,2022,1,0.45,0.19
NEW MEXICO,2022,2,0.73,0.4
NEW MEXICO,2022,3,6.16,0.62
NEW MEXICO,2022,4,12.26,0.01
NEW MEXICO,2022,5,18.54,0.01
NEW MEXICO,2022,6,22.59,2.6
NEW MEXICO,2022,7,25.08,1.04
NEW MEXICO,2022,8,22.34,2.0
NEW MEXICO,2022,9,20.09,0.83
NEW MEXICO,2022,10,10.84,2.28
NEW MEXICO,2022,11,2.74,0.14
NEW MEXICO,2022,12,1.02,0.58
NEW MEXICO,2023,1,0.01,0.42
NEW MEXICO,2023,2,1.35,0.37
NEW MEXICO,2023,3,4.62,0.76
NEW MEXICO,2023,4,10.38,0.04
NEW MEXICO,2023,5,16.81,0.72
NEW MEXICO,2023,6,21.51,0.33
NEW MEXICO,2023,7,27.78,0.33
NEW MEXICO,2023,8,24.55,0.89
NEW MEXICO,2023,9,20.22,0.88
NEW MEXICO,2023,10,13.66,0.13
NEW MEXICO,2023,11,6.0,0.8
